term,Plot freq,Negative freq,Positive freq
really happens,0,1,0
video then,0,1,0
perfect cure,0,1,0
cure for,0,1,0
for insomnia,0,1,0
buffs,0,0,1
real appeal,0,0,1
appeal won,0,0,1
to clooney,0,0,1
clooney fans,0,0,1
or adventure,0,0,1
adventure buffs,0,0,1
buffs but,0,0,1
to moviegoers,0,0,1
moviegoers who,0,0,1
enjoy thinking,0,0,1
about compelling,0,0,1
compelling questions,0,0,1
questions with,0,0,2
no easy,0,0,1
it tells,0,1,1
tells its,0,1,0
flat manner,0,1,0
manner and,0,1,0
gotten more,0,1,0
you did,0,1,0
courage to,0,0,1
about big,0,0,1
big questions,0,0,1
with sincerity,0,0,1
sincerity and,0,0,1
and devotion,0,0,1
gamble,0,0,1
it risks,0,0,1
risks seeming,0,0,1
seeming slow,0,0,1
slow and,0,1,1
pretentious because,0,0,1
the gamble,0,0,1
gamble is,0,0,1
the promise,0,0,2
kubrick soderbergh,0,0,1
soderbergh isn,0,0,1
t afraid,0,0,2
afraid to,0,1,2
try any,0,0,1
any genre,0,0,1
it his,0,0,1
everyone but,0,0,1
whom it,0,0,1
will connect,0,0,1
connect it,0,0,1
nice departure,0,0,1
from standard,0,0,1
standard moviegoing,0,0,1
moviegoing fare,0,0,1
germinate,0,0,1
moody multi,0,0,1
multi dimensional,0,0,1
dimensional love,0,0,1
mystery solaris,0,0,1
provoking haunting,0,0,1
the seeds,0,0,1
seeds of,0,0,1
the imagination,0,0,3
imagination to,0,0,1
to germinate,0,0,1
a shapeless,0,1,0
shapeless inconsequential,0,1,0
inconsequential move,0,1,0
move relying,0,1,0
do most,0,1,0
brainy,0,2,0
suffocation,0,1,0
brainy artistic,0,1,0
and muted,0,1,0
muted almost,0,1,0
almost to,0,1,0
of suffocation,0,1,0
if steven,0,0,1
failure it,0,0,1
glorious failure,0,0,1
pieceso,0,1,0
tagline,0,1,0
snore,0,1,0
chilly remote,0,1,0
remote emotionally,0,1,0
emotionally distant,0,1,0
distant pieceso,0,1,0
pieceso dull,0,1,0
dull that,0,1,0
its tagline,0,1,0
tagline should,0,1,0
in space,0,1,0
space no,0,1,0
can hear,0,1,0
hear you,0,1,0
you snore,0,1,0
movies blend,0,0,1
blend together,0,0,1
become distant,0,0,1
distant memories,0,0,1
mention solaris,0,0,1
solaris five,0,0,1
years from,0,0,1
from now,0,0,2
sure those,0,0,1
who saw,0,0,1
saw it,0,0,1
an opinion,0,0,1
opinion to,0,0,1
evasive,0,1,0
brockovich,0,1,0
is rigid,0,1,0
rigid and,0,1,0
and evasive,0,1,0
evasive in,0,1,0
that soderbergh,0,1,0
films erin,0,1,0
erin brockovich,0,1,0
brockovich out,0,1,0
of sight,0,1,0
sight and,0,1,0
and ocean,0,1,0
eleven never,0,1,0
never were,0,1,0
broader,0,0,2
concrete,0,0,1
with overall,0,0,1
overall feelings,0,0,1
feelings broader,0,0,1
broader ideas,0,0,1
and open,0,0,1
open ended,0,0,1
ended questions,0,0,1
questions than,0,0,2
than concrete,0,0,1
concrete story,0,0,1
and definitive,0,0,1
definitive answers,0,0,1
answers soderbergh,0,0,1
and deceptively,0,0,1
deceptively minimalist,0,0,1
minimalist cinematic,0,0,1
cinematic tone,0,0,1
its audacious,0,1,0
audacious ambitions,0,1,0
ambitions sabotaged,0,1,0
by pomposity,0,1,0
pomposity steven,0,1,0
s space,0,1,0
space opera,0,1,1
opera emerges,0,1,0
a numbingly,0,1,0
numbingly dull,0,1,0
dull experience,0,1,0
rapt,0,0,1
lovely eerie,0,0,1
eerie film,0,0,1
that casts,0,0,1
casts an,0,0,1
odd rapt,0,0,1
rapt spell,0,0,1
experimentation,0,0,1
of sophisticated,0,0,1
sophisticated challenging,0,0,1
challenging filmmaking,0,0,1
stands despite,0,0,1
its noticeable,0,0,1
emotional heft,0,0,1
heft in,0,0,1
in welcome,0,0,1
welcome contrast,0,0,1
contrast to,0,0,1
the indulgent,0,0,1
indulgent dead,0,0,1
dead end,0,0,1
end experimentation,0,0,1
experimentation of,0,0,1
previous full,0,0,1
mind bender,0,0,1
bender in,0,0,1
best sense,0,0,1
word the,0,0,1
the spell,0,0,1
it casts,0,0,1
casts follows,0,0,1
follows you,0,0,1
you all,0,0,1
way home,0,0,1
opaque,0,1,0
most opaque,0,1,0
opaque self,0,1,0
plain goofy,0,1,0
goofy an,0,1,0
prefer,0,0,3
concentration,0,0,1
patriarchal,0,0,1
debating,0,0,1
societies,0,0,1
i prefer,0,0,2
prefer soderbergh,0,0,1
s concentration,0,0,1
concentration on,0,0,1
two lovers,0,0,1
lovers over,0,0,1
over tarkovsky,0,0,1
mostly male,0,0,1
male mostly,0,0,1
mostly patriarchal,0,0,1
patriarchal debating,0,0,1
debating societies,0,0,1
italics,0,1,0
brusqueness,0,1,0
soderbergh tends,0,1,0
place most,0,1,0
psychological and,0,1,0
philosophical material,0,1,0
in italics,0,1,0
italics rather,0,1,0
than trust,0,1,0
trust an,0,1,0
he creates,0,1,0
an overall,0,1,0
overall sense,0,1,0
of brusqueness,0,1,0
with serious,0,1,0
serious ideas,0,1,0
but seriously,0,1,0
seriously folks,0,1,0
folks it,0,1,0
discuss,0,0,1
afterwards,0,0,1
very thoughtful,0,0,1
thoughtful and,0,0,1
to discuss,0,0,1
discuss afterwards,0,0,1
skims,0,0,1
soderbergh skims,0,0,1
skims the,0,0,1
the fat,0,0,1
fat from,0,0,1
the 1972,0,0,1
1972 film,0,0,1
stew,0,0,1
rich stew,0,0,1
stew of,0,0,1
of longing,0,0,1
no emotional,0,1,0
emotional pulse,0,1,0
pulse to,0,1,0
to solaris,0,1,0
sterility,0,1,0
outer,0,1,1
swing,0,1,0
yields,0,1,0
whiff,0,1,0
emotional sterility,0,1,0
sterility to,0,1,0
match its,0,1,0
its outer,0,1,0
outer space,0,1,0
space setting,0,1,0
setting soderbergh,0,1,0
s spectacular,0,1,0
spectacular swing,0,1,0
swing for,0,1,0
fence yields,0,1,0
yields only,0,1,0
spectacular whiff,0,1,0
enchanted,0,1,0
liberally,0,1,0
seasoned,0,1,0
associate,0,1,0
enchanted with,0,1,0
low life,0,1,0
life tragedy,0,1,0
and liberally,0,1,0
liberally seasoned,0,1,0
seasoned with,0,1,0
with emotional,0,1,0
emotional outbursts,0,1,0
outbursts what,0,1,0
sorely missing,0,1,0
missing however,0,1,0
of wild,0,1,0
wild lunatic,0,1,0
lunatic invention,0,1,0
invention that,0,1,0
we associate,0,1,0
associate with,0,1,0
with cage,0,1,0
cage s,0,2,0
best acting,0,1,0
shapable,0,1,0
much forced,0,1,0
forced drama,0,1,0
this wildly,0,1,0
wildly uneven,0,1,0
uneven movie,0,1,0
battle with,0,1,0
his inescapable,0,1,0
inescapable past,0,1,0
and uncertain,0,1,0
uncertain future,0,1,0
very shapable,0,1,0
shapable but,0,1,0
but largely,0,1,0
largely unfulfilling,0,1,0
unfulfilling present,0,1,0
burdened,0,1,0
accessibility,0,1,0
intentioned effort,0,1,0
still too,0,1,0
too burdened,0,1,0
burdened by,0,1,0
s offbeat,0,1,0
offbeat sensibilities,0,1,0
sensibilities for,0,1,0
the earnest,0,1,0
earnest emotional,0,1,0
core to,0,1,0
emerge with,0,1,0
any degree,0,1,0
of accessibility,0,1,0
hookers,0,0,1
clients,0,0,2
and grim,0,0,1
grim portrait,0,0,1
of hookers,0,0,1
hookers what,0,0,1
they think,0,0,1
of themselves,0,0,1
themselves and,0,0,1
their clients,0,0,1
infrequently,0,1,0
preposterous and,0,1,0
tedious sonny,0,1,0
sonny is,0,2,0
is spiked,0,1,0
with unintentional,0,1,0
unintentional laughter,0,1,0
laughter that,0,1,0
that unfortunately,0,1,0
unfortunately occurs,0,1,0
occurs too,0,1,0
too infrequently,0,1,0
infrequently to,0,1,0
film even,0,1,0
lurid,0,1,0
plain lurid,0,1,0
lurid when,0,1,0
t downright,0,1,0
downright silly,0,1,0
walled,0,0,1
combustible,0,0,1
franco is,0,0,1
excellent choice,0,0,1
the walled,0,0,1
walled off,0,0,1
off but,0,0,1
but combustible,0,0,1
combustible hustler,0,0,1
hustler but,0,0,1
not give,0,0,1
the transcendent,0,0,1
transcendent performance,0,0,1
performance sonny,0,0,1
sonny needs,0,0,1
overcome gaps,0,0,1
story logic,0,0,1
job nicolas,0,1,0
this shockingly,0,1,0
shockingly inept,0,1,0
inept directorial,0,1,0
debut reveals,0,1,0
the brooding,0,1,0
brooding actor,0,1,0
a hackneyed,0,1,0
hackneyed helmer,0,1,0
indulgence,0,2,0
chewing,0,1,0
gnashing,0,1,0
actorliness,0,1,0
much indulgence,0,1,0
indulgence of,0,1,0
of scene,0,1,0
scene chewing,0,1,0
chewing teeth,0,1,0
teeth gnashing,0,1,0
gnashing actorliness,0,1,0
duration,0,1,0
schedule,0,1,0
aids,0,1,0
a bored,0,1,0
bored cage,0,1,0
cage spent,0,1,0
the duration,0,1,0
duration of,0,1,0
shooting schedule,0,1,0
schedule waiting,0,1,0
scream got,0,1,0
got aids,0,1,0
aids yet,0,1,0
carlen,0,1,0
john carlen,0,1,0
carlen s,0,1,0
of unhappy,0,1,0
unhappy two,0,1,0
two dimensional,0,1,1
but compelling,0,1,0
ruffle,0,1,0
erratic,0,1,0
cage isn,0,1,0
first actor,0,1,0
of talented,0,1,0
talented friends,0,1,0
friends astray,0,1,0
astray and,0,1,0
movie won,0,1,0
t create,0,1,0
a ruffle,0,1,0
ruffle in,0,1,0
already an,0,1,0
an erratic,0,1,0
erratic career,0,1,0
prostitute,0,0,1
needy,0,0,1
as uncompromising,0,0,1
uncompromising as,0,0,1
is nonjudgmental,0,0,1
nonjudgmental and,0,0,1
makes clear,0,0,1
a prostitute,0,0,1
prostitute can,0,0,1
as lonely,0,0,1
lonely and,0,0,1
and needy,0,0,1
needy as,0,0,1
the clients,0,0,1
actors generally,0,1,0
generally make,0,1,0
make good,0,1,0
s directors,0,1,0
directors but,0,1,0
but sonny,0,1,0
bag in,0,1,0
that department,0,1,0
tentative,0,1,0
and tentative,0,1,0
tentative even,0,1,0
sulking,0,1,0
the sulking,0,1,0
sulking moody,0,1,0
moody male,0,1,0
hustler in,0,1,0
role franco,0,1,0
franco has,0,1,0
of dean,0,1,0
dean s,0,1,0
s mannerisms,0,1,0
mannerisms and,0,1,0
self indulgence,0,1,0
indulgence but,0,1,0
his sweetness,0,1,0
and vulnerability,0,1,0
cage makes,0,0,1
unusual but,0,0,1
but pleasantly,0,0,1
pleasantly haunting,0,0,1
haunting debut,0,0,1
candidate,0,1,0
instant candidate,0,1,0
candidate for,0,1,0
for worst,0,1,0
is bogus,0,1,0
bogus and,0,1,0
characters tissue,0,1,0
tissue thin,0,1,0
foreshadowing,0,1,0
routinely,0,1,0
dynamited,0,1,0
blethyn,0,1,0
cliché and,0,1,0
and foreshadowing,0,1,0
foreshadowing cage,0,1,0
cage manages,0,1,0
of casual,0,1,0
casual realism,0,1,0
realism that,0,1,0
is routinely,0,1,0
routinely dynamited,0,1,0
dynamited by,0,1,0
by blethyn,0,1,0
stupidest,0,1,0
the stupidest,0,1,0
stupidest most,0,1,0
most insulting,0,1,0
insulting movie,0,1,0
d never,0,1,1
never have,0,0,1
guessed by,0,0,1
but sorority,0,0,1
boys is,0,2,2
good flick,0,0,1
the logic,0,1,0
logic of,0,1,0
be greek,0,1,0
greek to,0,1,0
anyone not,0,1,0
not predisposed,0,1,0
s rude,0,1,0
rude and,0,1,0
and crude,0,1,1
crude humor,0,1,0
tired predictable,0,1,0
predictable bordering,0,1,0
on offensive,0,1,0
offensive waste,0,1,0
time money,0,1,0
and celluloid,0,1,0
re hard,0,0,1
hard up,0,0,1
for raunchy,0,0,1
raunchy college,0,0,1
college humor,0,0,1
humor this,0,0,1
your ticket,0,0,1
ticket right,0,0,1
kok,0,0,1
ample,0,0,1
the members,0,0,1
members manage,0,0,1
to pronounce,0,0,1
pronounce kok,0,0,1
kok exactly,0,0,1
exactly as,0,0,2
think they,0,0,1
might thus,0,0,1
thus giving,0,0,1
cast ample,0,0,1
ample opportunity,0,0,1
use that,0,0,1
that term,0,0,1
term as,0,0,1
beavis,0,0,1
butthead,0,0,1
very beavis,0,0,1
beavis and,0,0,1
and butthead,0,0,1
butthead yet,0,0,1
yet always,0,0,1
always seems,0,0,1
elicit a,0,0,1
sat,0,1,0
120,0,1,0
pretend like,0,1,0
your sat,0,1,0
sat scores,0,1,0
scores are,0,1,0
are below,0,1,0
below 120,0,1,0
120 and,0,1,0
not notice,0,1,0
notice the,0,1,0
wally,0,2,0
wolodarsky,0,2,0
jarvis,0,1,0
coolidge,0,1,0
is directed,0,1,0
by wally,0,1,0
wally wolodarsky,0,2,0
wolodarsky from,0,1,0
by joe,0,1,0
joe jarvis,0,1,0
jarvis and,0,1,0
and greg,0,1,0
greg coolidge,0,1,0
these are,0,1,0
are names,0,1,0
names to,0,1,0
remember in,0,1,0
avoid them,0,1,0
expects,0,2,0
expects us,0,1,0
the utter,0,1,2
utter stupidity,0,1,0
stupidity of,0,1,0
work when,0,1,0
is equally,0,1,0
equally as,0,1,0
as stupid,0,1,0
beta,0,1,0
delta,0,1,0
movie belonged,0,1,0
a sorority,0,1,0
sorority it,0,1,0
called beta,0,1,0
beta alpha,0,1,0
alpha delta,0,1,0
scenarios,0,1,0
saddled,0,1,0
of witless,0,1,0
witless jokes,0,1,0
jokes dealing,0,1,0
dealing in,0,1,0
broad stereotypes,0,1,0
stereotypes and,0,2,0
and outrageously,0,1,0
outrageously unbelievable,0,1,0
unbelievable scenarios,0,1,0
scenarios and,0,1,0
and saddled,0,1,0
saddled with,0,1,0
of misogyny,0,1,0
coeducational,0,1,0
kappa,0,1,0
rho,0,1,0
phi,0,1,0
writers director,0,1,0
director wally,0,1,0
wolodarsky and,0,1,0
actors should,0,1,0
should start,0,1,0
start their,0,1,0
own coeducational,0,1,0
coeducational fraternity,0,1,0
fraternity kappa,0,1,0
kappa rho,0,1,0
rho alpha,0,1,0
alpha phi,0,1,0
moments but,0,2,0
pride,0,1,1
casting call,0,1,0
movie went,0,1,0
out it,0,1,0
have read,0,1,0
read seeking,0,1,0
seeking anyone,0,1,0
anyone with,0,1,0
acting ambition,0,1,0
ambition but,0,1,0
of pride,0,1,0
pride or,0,1,0
or shame,0,1,0
harland,0,2,0
rosenbaum,0,1,0
inject,0,1,2
to harland,0,1,0
harland williams,0,2,0
williams michael,0,1,0
michael rosenbaum,0,1,0
rosenbaum and,0,1,0
and barry,0,1,0
barry watson,0,1,0
watson who,0,1,0
who inject,0,1,0
inject far,0,1,0
natured spirit,0,1,0
talent into,0,1,0
this project,0,1,0
project than,0,1,0
it deserves,0,1,0
brainer,0,1,2
no brainer,0,1,2
brainer but,0,0,1
funny no,0,0,1
first shocking,0,0,1
shocking thing,0,0,1
about sorority,0,0,1
actually watchable,0,0,1
more baffling,0,0,1
baffling is,0,0,1
permanent,0,1,0
reassignment,0,1,0
williams is,0,1,0
drag he,0,1,0
should consider,0,1,0
consider permanent,0,1,0
permanent sex,0,1,0
sex reassignment,0,1,0
unrecommendable,0,1,0
pony whose,0,1,0
whose few,0,1,0
few t,0,1,0
t amp,0,1,0
a bits,0,1,0
bits still,0,1,0
still can,0,3,0
save itself,0,1,0
being unoriginal,0,1,0
unoriginal unfunny,0,1,0
and unrecommendable,0,1,0
stiletto,0,1,0
stomps,0,2,0
boys which,0,1,0
bad at,0,1,0
is cruel,0,1,0
cruel takes,0,1,0
takes every,0,1,0
every potential,0,1,0
potential laugh,0,1,0
laugh and,0,1,0
and stiletto,0,1,0
stiletto stomps,0,1,0
stomps the,0,1,0
nerds,0,1,0
same vein,0,1,0
vein as,0,1,0
the brilliance,0,1,1
brilliance of,0,1,2
of animal,0,1,0
animal house,0,2,0
house but,0,1,0
comes closer,0,1,0
failure of,0,1,0
third revenge,0,1,0
revenge of,0,1,0
the nerds,0,1,0
nerds sequel,0,1,0
kegger,0,1,0
sounded,0,1,0
packs,0,1,1
pitcher,0,1,0
margaritas,0,1,0
premise for,0,1,0
this kegger,0,1,0
kegger comedy,0,1,0
comedy probably,0,1,0
probably sounded,0,1,0
sounded brilliant,0,1,0
brilliant four,0,1,0
four six,0,1,0
six packs,0,1,0
packs and,0,1,0
a pitcher,0,1,0
pitcher of,0,1,0
of margaritas,0,1,0
margaritas in,0,1,0
in but,0,1,0
film must,0,1,0
written in,0,1,0
the thrall,0,1,0
thrall of,0,1,0
a vicious,0,1,0
vicious hangover,0,1,0
entrance,0,1,0
exam,0,1,0
needs less,0,1,0
s movies,0,1,0
movies about,0,1,0
about college,0,1,0
college that,0,1,0
are written,0,1,0
t pass,0,1,0
pass an,0,1,0
an entrance,0,1,0
entrance exam,0,1,0
wilder,0,1,0
was done,0,1,0
in wilder,0,1,0
wilder s,0,1,0
hot is,0,1,0
like saying,0,1,0
saying the,0,1,0
sun rises,0,1,0
rises in,0,1,0
the east,0,1,0
projector,0,1,0
lens,0,1,0
this sounds,0,1,0
sounds promising,0,1,0
first half,0,1,0
of sorority,0,1,0
as appalling,0,1,0
appalling as,0,1,0
ever spill,0,1,0
spill from,0,1,0
a projector,0,1,0
projector s,0,1,0
s lens,0,1,0
this dreck,0,1,0
dreck rent,0,1,0
rent animal,0,1,0
masquerade,0,1,0
intelligence level,0,1,0
characters must,0,1,0
be low,0,1,0
low very,0,2,0
the masquerade,0,1,0
masquerade to,0,1,0
movie contains,0,1,0
contains no,0,1,0
no wit,0,1,0
wit only,0,1,0
only labored,0,1,0
labored gags,0,1,0
hypocritical,0,1,0
sexism,0,1,0
shirt,0,1,0
shower,0,1,0
whatever the,0,1,0
s sentimental,0,1,0
sentimental hypocritical,0,1,0
hypocritical lessons,0,1,0
lessons about,0,1,0
about sexism,0,1,0
sexism its,0,1,0
its true,0,1,0
true colors,0,1,0
colors come,0,1,0
various wet,0,1,0
wet t,0,1,0
t shirt,0,1,0
shirt and,0,1,0
and shower,0,1,0
shower scenes,0,1,0
clothing,0,1,0
deficiency,0,1,0
noble tradition,0,1,0
tradition of,0,1,1
drag hits,0,1,0
hits an,0,1,0
time low,0,1,0
in sorority,0,1,0
boys whose,0,1,0
whose makers,0,1,0
makers apparently,0,1,0
apparently believe,0,1,0
that women,0,1,0
women s,0,2,1
s clothing,0,1,0
clothing can,0,1,0
can cover,0,1,0
up any,0,1,0
any deficiency,0,1,0
deficiency in,0,1,0
writing or,0,1,0
or direction,0,1,0
heels,0,1,1
as lowbrow,0,1,0
lowbrow as,0,1,0
the endless,0,1,0
endless pratfalls,0,1,0
pratfalls the,0,1,0
the boys,0,1,0
boys take,0,1,0
take in,0,1,0
high heels,0,1,0
bowser,0,1,0
the intentionally,0,1,0
intentionally low,0,1,0
low standards,0,1,0
of frat,0,1,0
frat boy,0,1,0
boy humor,0,1,0
humor sorority,0,1,0
a bowser,0,1,0
this comic,0,0,1
gem is,0,0,2
as delightful,0,0,1
delightful as,0,0,1
tosses,0,1,0
toys,0,1,0
paeans,0,1,0
brutality,0,1,0
merely and,0,1,0
and literally,0,1,0
literally tosses,0,1,0
tosses around,0,1,0
around sex,0,1,0
sex toys,0,1,0
toys and,0,1,0
and offers,0,1,0
offers half,0,1,0
half hearted,0,2,0
hearted paeans,0,1,0
paeans to,0,1,0
to empowerment,0,1,0
empowerment that,0,1,0
are repeatedly,0,1,0
repeatedly undercut,0,1,0
the brutality,0,1,0
brutality of,0,1,0
jokes most,0,1,0
most at,0,1,0
at women,0,1,0
s expense,0,1,0
all s,0,1,0
well that,0,1,0
ends well,0,1,0
and rest,0,2,0
rest assured,0,1,0
assured the,0,1,0
the consciousness,0,1,0
consciousness raising,0,1,0
raising lessons,0,1,0
lessons are,0,1,0
are cloaked,0,1,0
cloaked in,0,1,0
in gross,0,1,0
successful adaptation,0,0,1
does spider,0,0,1
man deliver,0,0,1
deliver but,0,0,1
suspect it,0,0,1
might deliver,0,0,1
deliver again,0,0,1
and again,0,0,1
and nimble,0,0,1
fx,0,0,1
franchises,0,0,1
raimi,0,0,4
anachronistically,0,0,1
this age,0,0,1
of soulless,0,0,1
soulless fx,0,0,1
fx driven,0,0,1
driven action,0,0,1
action franchises,0,0,1
franchises raimi,0,0,1
raimi anachronistically,0,0,1
anachronistically emphasizes,0,0,1
emphasizes character,0,0,1
tobey,0,0,2
geek,0,0,1
tobey maguire,0,0,2
maguire is,0,0,2
boy for,0,0,1
the geek,0,0,1
geek generation,0,0,1
overstating,0,0,1
spinning a,0,0,1
a web,0,0,1
web of,0,0,1
dazzling entertainment,0,0,1
entertainment may,0,0,1
be overstating,0,0,1
overstating it,0,0,1
but spider,0,0,1
man certainly,0,0,1
certainly delivers,0,0,1
a model,0,0,1
model of,0,0,1
what films,0,0,1
fading,0,1,0
cent,0,1,0
gum,0,1,0
candy like,0,1,0
like taste,0,1,0
it fading,0,1,0
fading faster,0,1,0
faster than,0,1,0
than 25,0,1,0
25 cent,0,1,0
cent bubble,0,1,0
bubble gum,0,1,0
gum i,0,1,0
realized this,0,1,0
a throwaway,0,2,0
throwaway movie,0,1,0
stand the,0,1,0
the test,0,1,0
koepp is,0,0,1
perfectly serviceable,0,0,1
and because,0,0,1
story some,0,0,1
some soul,0,0,1
soul he,0,0,1
he elevates,0,0,1
the experience,0,0,1
experience to,0,0,1
more mythic,0,0,1
mythic level,0,0,1
enjoyable big,0,0,1
screen adaptation,0,0,1
the popular,0,0,1
popular marvel,0,0,1
marvel comic,0,0,1
book with,0,0,2
notch performance,0,0,1
by tobey,0,0,1
matured,0,0,1
toast,0,0,1
raimi s,0,0,1
s matured,0,0,1
matured quite,0,0,1
bit with,0,0,1
with spider,0,0,1
man even,0,0,1
most plain,0,0,1
plain white,0,0,1
white toast,0,0,1
toast comic,0,0,1
book films,0,0,1
films you,0,0,1
carried,0,0,1
toes the,0,0,1
between cheese,0,0,1
cheese and,0,1,1
and earnestness,0,0,1
earnestness remarkably,0,0,1
well everything,0,0,1
is delivered,0,0,1
delivered with,0,0,1
such conviction,0,0,1
conviction that,0,0,1
be carried,0,0,1
carried away,0,0,1
raimi and,0,0,1
team couldn,0,0,1
done any,0,0,1
any better,0,0,1
in bringing,0,0,1
of spider,0,0,1
inescapably,0,0,1
trapeze,0,0,1
absolutely inescapably,0,0,1
inescapably gorgeous,0,0,1
gorgeous skyscraper,0,0,1
skyscraper trapeze,0,0,1
trapeze motion,0,0,1
motion of,0,0,1
that reminds,0,0,1
how exciting,0,0,1
the fantasy,0,0,1
fantasy cinema,0,0,1
approached with,0,0,1
with imagination,0,0,2
and flair,0,0,1
siglo,0,0,1
xxi,0,0,1
necesita,0,0,1
héroes,0,0,1
hombre,0,0,1
araña,0,0,1
parece,0,0,1
haber,0,0,1
llegado,0,0,1
quedarse,0,0,1
si el,0,0,1
el siglo,0,0,1
siglo xxi,0,0,1
xxi necesita,0,0,1
necesita de,0,0,1
de héroes,0,0,1
héroes el,0,0,1
el hombre,0,0,1
hombre araña,0,0,1
araña parece,0,0,1
parece haber,0,0,1
haber llegado,0,0,1
llegado para,0,0,1
para quedarse,0,0,1
spiderman,0,0,1
rocks,0,0,1
spiderman rocks,0,0,1
respects,0,0,1
ensnared,0,0,1
a yarn,0,0,1
that respects,0,0,1
respects the,0,0,1
the marvel,0,0,1
marvel version,0,0,1
version without,0,0,1
becoming ensnared,0,0,1
ensnared by,0,0,1
remove,0,0,1
herring,0,0,1
surroundings,0,0,1
remove spider,0,0,1
man the,0,0,1
its red,0,0,1
red herring,0,0,1
herring surroundings,0,0,1
surroundings and,0,0,1
s apparent,0,0,1
apparent that,0,1,1
one summer,0,0,1
summer film,0,0,1
that satisfies,0,0,1
book but,0,0,2
but maguire,0,0,1
maguire makes,0,0,1
with soul,0,0,1
same category,0,0,1
category as,0,0,1
as x,0,0,1
x men,0,0,1
men occasionally,0,0,1
occasionally brilliant,0,0,1
mostly average,0,0,1
average showing,0,0,1
showing signs,0,0,1
of potential,0,0,1
sequels but,0,0,1
not giving,0,0,1
giving us,0,0,1
us much,0,0,1
much this,0,0,1
secretions,0,0,1
parental,0,0,1
growing strange,0,0,1
strange hairs,0,0,1
hairs getting,0,0,1
getting a,0,0,1
more mature,0,0,2
mature body,0,0,1
body and,0,0,1
it necessary,0,0,1
hide new,0,0,1
new secretions,0,0,1
secretions from,0,0,1
the parental,0,0,1
parental units,0,0,1
hopefully,0,0,2
is better,0,1,3
than any,0,0,2
any summer,0,0,1
blockbuster we,0,0,1
we had,0,0,1
endure last,0,0,1
last summer,0,0,2
summer and,0,0,1
and hopefully,0,0,1
hopefully sets,0,0,1
sets the,0,0,1
tone for,0,0,1
summer of,0,0,1
comic fan,0,0,1
fan you,0,0,1
t miss,0,1,1
miss it,0,0,1
not you,0,0,1
still have,0,0,1
that both,0,0,1
both thrills,0,0,1
thrills the,0,0,1
top way,0,0,1
way touches,0,0,1
touches the,0,0,1
raimi crafted,0,0,1
a complicated,0,0,1
complicated hero,0,0,1
usual two,0,0,1
dimensional offerings,0,0,1
speaking in,0,0,1
of spectacle,0,0,1
spectacle craft,0,0,1
craft romance,0,0,1
humor it,0,0,1
to beat,0,0,2
beat this,0,0,1
this summer,0,1,2
a pure,0,0,1
pure popcorn,0,0,1
can unabashedly,0,0,1
unabashedly enjoy,0,0,1
enjoy for,0,0,1
longtime,0,0,1
novices,0,0,1
arachnid,0,0,1
insect,0,0,1
rare twisted,0,0,1
twisted crowd,0,0,1
pleaser for,0,0,1
for longtime,0,0,1
longtime fans,0,0,1
as novices,0,0,1
novices or,0,0,1
those that,0,0,1
know an,0,0,1
an arachnid,0,0,1
arachnid from,0,0,1
an insect,0,0,1
an escapist,0,0,1
escapist confection,0,0,1
confection that,0,0,1
pure entertainment,0,0,1
origin,0,1,0
the origin,0,1,0
origin story,0,1,0
characters will,0,1,0
disappoint anyone,0,1,0
who values,0,1,0
values the,0,1,0
original comic,0,1,0
comic books,0,1,0
that things,0,1,0
surprisingly charming,0,0,1
even witty,0,0,1
witty match,0,0,1
match for,0,0,1
book adaptations,0,0,1
swinging,0,0,1
spiffy,0,1,2
unforced,0,0,2
becoes,0,0,1
picture jam,0,0,1
jam packed,0,0,1
with swinging,0,0,1
swinging action,0,0,1
scenes spiffy,0,0,1
spiffy spider,0,0,1
spider jokes,0,0,1
an unforced,0,0,1
unforced earnestness,0,0,1
earnestness that,0,0,1
never becoes,0,0,1
becoes corny,0,0,1
corny or,0,0,1
or tongue,0,0,1
canny,0,0,1
escapade,0,0,1
a canny,0,0,1
canny franchise,0,0,1
franchise escapade,0,0,1
escapade it,0,0,1
effective peter,0,0,1
peter spider,0,0,1
like i,0,0,1
waiting my,0,0,1
my whole,0,0,1
whole life,0,0,1
life for,0,0,1
now i,0,0,1
broaches,0,0,1
neo,0,0,1
augustinian,0,0,1
highly spirited,0,0,1
spirited imaginative,0,0,1
imaginative kid,0,0,1
kid s,0,0,1
that broaches,0,0,1
broaches neo,0,0,1
neo augustinian,0,0,1
augustinian theology,0,0,1
theology is,0,0,1
is god,0,0,1
god stuck,0,0,1
in heaven,0,0,1
heaven because,0,0,1
s afraid,0,0,1
best known,0,0,1
known creation,0,0,1
gates,0,0,1
solid family,0,0,1
family fun,0,0,1
fun out,0,0,1
the gates,0,0,1
gates extremely,0,0,1
extremely imaginative,0,0,1
imaginative through,0,0,1
through out,0,0,1
but wanes,0,0,1
wanes in,0,0,1
even bigger,0,0,1
installment spy,0,0,1
kids 2,0,1,5
2 looks,0,0,1
highly gifted,0,0,1
gifted 12,0,0,1
old instead,0,0,1
a grown,0,0,1
grown man,0,0,1
no excuse,0,1,0
for following,0,1,0
delightful well,0,1,0
crafted family,0,1,0
generated cold,0,1,0
cold fish,0,1,0
adorns,0,0,1
elegance,0,0,2
maturity,0,0,2
with spy,0,1,2
2 the,0,1,2
the island,0,2,2
